task,instance_id,condition,gold_answer,bertscore_f1,bt_bertscore,gpt_orig_answer,gpt_para_answer,gpt_orig_logprob,gpt_para_logprob,llama_orig_answer,llama_para_answer,gemma_orig_answer,gemma_para_answer
boolq,3093,voice,0,0.9381303787231445,0.9121313095092773,False,False,-0.0010118496,-0.0009245613,"False. The passage does not mention Studio Ghibli at all and instead refers to a different author named Yasutaka Tsutsui whose work is compared to Shoujo manga. Therefore, the correct answer is False.",False. The passage does not mention any connection between Studio Ghibli and a girl who leaps through time. It instead focuses on an anime critic praising a specific film for its magical qualities and comparing it to shoujo manga. There is no information,"False. The passage does not mention any connection between the girl who leapt through time and Studio Ghibli. It specifically mentions Justin Sevakis praising a film for its ""magic"" rather than mentioning any connection to Studio Ghibli. Therefore","False. The passage does not mention any information about a girl who leapt through time at all. It only mentions that the film had ""magic"" and that it was based on a manga by Yasutaka Tsutsui. There is no information"
boolq,3093,formality,0,0.9317593574523926,0.9317593574523926,False,False,-0.0017383633,-0.00022940392,"False. The passage does not mention Studio Ghibli at all and instead refers to a different author named Yasutaka Tsutsui whose work is compared to Shoujo manga. Therefore, the correct answer is False.","False. The passage does not mention a girl who leapt through time from Studio Ghibli. Instead, it discusses an anime film and its comparison to shoujo manga and voice acting. Therefore, the correct answer is False.","False. The passage does not mention any connection between the girl who leapt through time and Studio Ghibli. It specifically mentions Justin Sevakis praising a film for its ""magic"" rather than mentioning any connection to Studio Ghibli. Therefore","False. The passage does not mention a girl who leapt through time from Studio Ghibli. It specifically mentions Justin Sevakis praising the film as having ""absolute magic"" and noting the voice acting is ""the right amount of realism"". There"
boolq,2989,lexical,1,0.9180864691734314,0.9249994158744812,True,True,-0.003464771,-0.00040922358,True,True,"True. The passage states that ""The Heroes of Olympus"" is a pentalogy of fantasy-adventure novels written by American author Rick Riordan. This indicates that there is indeed a sequel to Percy Jackson & the Olympians, which was published in","True. The passage states that ""The Heroes of Olympus"" is a pentalogy of fantasy-adventure novels written by American author Rick Riordan. This indicates that there is indeed a follow-up to the Percy Jackson series, as it follows in the"
boolq,2989,syntactic,1,0.9167367219924927,0.9167367815971375,True,True,-0.0029345565,-0.0002509688,True,False.,"True. The passage states that ""The Heroes of Olympus"" is a pentalogy of fantasy-adventure novels written by American author Rick Riordan. This indicates that there is indeed a sequel to Percy Jackson & the Olympians, which was published in",True.
boolq,2989,voice,1,0.9142171740531921,0.9142171740531921,True,True,-0.0029345565,-0.00071457756,True,False,"True. The passage states that ""The Heroes of Olympus"" is a pentalogy of fantasy-adventure novels written by American author Rick Riordan. This indicates that there is indeed a sequel to Percy Jackson & the Olympians, which was published in","True. The passage states that ""The Heroes of Olympus"" is a sequel to Percy Jackson & the Olympians, indicating that there has indeed been a sequel to this series. Therefore, the statement ""Has a sequel to the Percy Jackson series been made"
boolq,2989,formality,1,0.9180865287780762,0.9249994158744812,True,True,-0.0015844968,-0.0009744709,True,True,"True. The passage states that ""The Heroes of Olympus"" is a pentalogy of fantasy-adventure novels written by American author Rick Riordan. This indicates that there is indeed a sequel to Percy Jackson & the Olympians, which was published in","True. The passage states that ""The Heroes of Olympus"" is a pentalogy of fantasy-adventure novels written by American author Rick Riordan. This indicates that there is indeed a follow-up to the Percy Jackson series, as it follows in the"
boolq,2825,lexical,1,0.9807438850402832,0.9443609714508057,True,False,-0.0008445298,-0.014950765,True,True,True,True
boolq,2825,syntactic,1,0.9495654106140137,0.9443609714508057,True,True,-0.0008445298,-0.00011749002,True,True,True,"True. The passage states that ""In the sport of athletics, a four-minute mile means completing a mile run (1,760 yards, or 1,609.344 metres) in less than four minutes."" This"
boolq,2825,voice,1,0.9495654702186584,0.9443609714508057,True,True,-0.00297996,-0.00020711649,True,True,True,"True. The passage states that ""In the sport of athletics, a four-minute mile means completing a mile run (1,760 yards, or 1,609.344 metres) in less than four minutes."" This"
boolq,2825,formality,1,0.9650570750236511,0.9443609714508057,True,True,-0.0008445298,-0.00021271907,True,True,True,"True. The passage states that ""In the sport of athletics, a four-minute mile means completing a mile run (1,760 yards, or 1,609.344 metres) in less than four minutes."" This"
boolq,823,lexical,1,0.9437060952186584,0.9338507056236267,True,True,-0.0023500766,-0.0010986574,"False. The passage states that ""freshwater pearl mussels"" are not the only ones who can create pearls; it mentions that other freshwater mussel species can also produce pearls. Additionally, the passage notes that many cultured pearls today originate from species like",True,False,True
boolq,823,syntactic,1,0.9610002040863037,0.9299957156181335,True,True,-0.0023500766,-0.00065584684,"False. The passage states that ""freshwater pearl mussels"" are not the only ones who can create pearls; it mentions that other freshwater mussel species can also produce pearls. Additionally, the passage notes that many cultured pearls today originate from species like",False,False,False
boolq,823,voice,1,0.959414005279541,0.959414005279541,True,True,-0.0028268658,-0.0005855607,"False. The passage states that ""freshwater pearl mussels"" are not the only ones who can create pearls; it mentions that other freshwater mussel species can also produce pearls. Additionally, the passage notes that many cultured pearls today originate from species like",False,False,False
boolq,823,formality,1,0.9805753231048584,0.9442508816719055,True,True,-0.0028268658,-0.00032867122,"False. The passage states that ""freshwater pearl mussels"" are not the only ones who can create pearls; it mentions that other freshwater mussel species can also produce pearls. Additionally, the passage notes that many cultured pearls today originate from species like",False,False,False
boolq,2920,lexical,0,0.9390556812286377,0.9486855864524841,False,True,-0.09066408,-0.55460024,False,False,False,False
boolq,2920,syntactic,0,0.9565842151641846,0.9409393072128296,False,True,-0.09066408,-0.32966635,False,False,False,False
boolq,2920,voice,0,0.969376266002655,0.9388360977172852,False,False,-0.11735053,-0.100241296,False,False,False,False
boolq,2920,formality,0,0.9529036283493042,0.9237104654312134,False,False,-0.09066408,-0.009444153,False,False,False,False
boolq,1276,lexical,1,0.9766860008239746,0.9143993854522705,True,True,-0.11933796,-0.15899514,False,False,True,True
boolq,1276,syntactic,1,0.9188295006752014,0.9205183982849121,True,True,-0.10566554,-0.096433364,False,False,True,"True. The passage states that ""The wreck of the RMS Titanic lies at a depth of about 12,500 feet (3.8 km; 2.37 mi), about 370 miles (600"
boolq,1276,voice,1,0.9188295006752014,0.9205183982849121,True,True,-0.11933796,-0.08479293,False,False,True,"True. The passage states that ""The wreck of the RMS Titanic lies at a depth of about 12,500 feet (3.8 km; 2.37 mi), about 370 miles (600"
boolq,1276,formality,1,0.9117617607116699,0.9111404418945312,True,True,-0.11933796,-0.008374029,False,False,True,True
boolq,1634,lexical,1,0.975768506526947,0.9279442429542542,True,True,-0.0037852277,-0.004149988,True,"True. Based on the passage provided, it states that ""The fifth season of the television comedy series Arrested Development premiered on Netflix on May 29, 2018."" Therefore, the answer is true because there will indeed be a",True,True
